_id,OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
6078,6078,2006,CA,USF,MDF,MILLER DIV W,00000276,2006/06/28 00:00:00+00,2006/07/06 00:00:00+00,1,2,1,53.73069, ,MILLER COMPLEX,,00000036,00000276,2000,386264.1875,2915.83993461115
6079,6079,2006,CA,USF,MDF,BUMP,00000422,2006/07/22 00:00:00+00,2006/08/11 00:00:00+00,1,1,1,523.7485, ,,,00000051,,2000,3819185.86328125,15046.0099911683
6080,6080,2006,CA,USF,MDF,RED,00000000,2006/07/22 00:00:00+00,2006/08/01 00:00:00+00,1,1,,38.61722, ,,,00000052,,2000,281277.515625,3600.80415295378
6081,6081,2006,CA,USF,MDF,PINNACLE,00000000,2006/07/22 00:00:00+00,2006/08/01 00:00:00+00,1,6,,50.23081, ,,,00000056,,2000,365620.78125,2431.09050445096
6082,6082,2006,CA,USF,MDF,SAGE,00000484,2006/07/24 00:00:00+00,2006/07/28 00:00:00+00,1,7,1,4853.658, ,,,00000074,,2000,35270172.4023438,46592.7764770187
6083,6083,2006,CA,USF,MDF,YOUNG 1,00000000,2006/08/05 00:00:00+00,2006/08/10 00:00:00+00,1,1,,14.01786, ,,,00000080,,2000,101775.9296875,1767.05838504382
6084,6084,2006,CA,USF,SHF,WHITE,00000000,2006/07/23 00:00:00+00,2006/07/30 00:00:00+00,1,6,,80.73425, ,,,00000055,,2000,578964.30078125,3344.98149852076
6085,6085,2006,CA,CDF,MVU,LILAC,00005491,2006/06/19 00:00:00+00,2006/06/19 00:00:00+00,9,6,1,15.36526,,,,00000537,,2000,89363.875,1256.50941806656
6086,6086,2006,CA,CDF,MVU,CASTLE,00005855,2006/06/29 00:00:00+00,2006/06/30 00:00:00+00,7,6,1,94.88092,,,,00000587,,2000,550545.2734375,3202.79313762626
6087,6087,2006,CA,CDF,MVU,FELIPE,00006470,2006/07/15 00:00:00+00,2006/07/16 00:00:00+00,1,6,1,269.6557,,,,00000660,,2000,1559141.8125,7203.90954630062
6088,6088,2006,CA,CDF,MVU,PROCTOR,00007261,2006/08/06 00:00:00+00,2006/08/07 00:00:00+00,14,1,1,9.092045,,,,00000747,,2000,52089.53125,1282.72127903687
6089,6089,2006,CA,CDF,MVU,PALA,00007960,2006/08/26 00:00:00+00,2006/08/26 00:00:00+00,14,6,1,8.21899,,,,00000818,,2000,47786.3671875,951.368212912663
6090,6090,2006,CA,CDF,MVU,CAMINO,00010089,2006/10/29 00:00:00+00,2006/10/30 00:00:00+00,9,1,1,68.95863,,,,00001054,,2000,400434.1015625,6100.50556584024
6091,6091,2006,CA,CDF,MVU,DELUZ,00010377,2006/11/06 00:00:00+00,2006/11/07 00:00:00+00,14,6,1,11.08289,,,,00001083,,2000,64604.2734375,1089.76881362014
6092,6092,2006,CA,CDF,MVU,OPEN,00011123,2006/11/30 00:00:00+00,2006/12/01 00:00:00+00,11,1,1,308.8919,,,,00001162,,2000,1786455.91796875,6608.00015161504
6093,6093,2006,CA,CDF,MVU,CAMPO,00011251,2006/12/02 00:00:00+00,2006/12/02 00:00:00+00,14,1,1,11.34105,,,,00001181,,2000,64888.01953125,1082.00029960404
6094,6094,2006,CA,CDF,NEU,FORESTHILL,00015983,2006/08/20 00:00:00+00,2006/08/20 00:00:00+00,14,1,1,40.03337,,,,00000537,,2000,268039.46484375,2550.90095429795
6095,6095,2006,CA,CDF,NEU,ROLLINS,00015918,2006/08/19 00:00:00+00,2006/08/20 00:00:00+00,8,1,1,42.5501,,,,00000537,,2000,286784.7578125,2317.60026180935
6096,6096,2006,CA,CDF,NEU,MARYSVILLE,00015663,2006/08/16 00:00:00+00,2006/08/17 00:00:00+00,9,1,1,388.3694,,,,00000521,,2000,2634474.71484375,11324.6887680225
6097,6097,2006,CA,CDF,NEU,PURDON,00017393,2006/09/07 00:00:00+00,2006/09/07 00:00:00+00,14,6,1,7.193327,,,,00000618,,2000,48717.68359375,956.820306513576
6098,6098,2006,CA,CCO,SBC,HIGHWAY,00006982,2006/09/09 00:00:00+00,2006/09/09 00:00:00+00,14,1,1,151.8605,,,,00006982,,2000,908656.25390625,5499.03253877765
6099,6099,2006,CA,CCO,SBC,FIGUEROA,00006589,2006/08/25 00:00:00+00,2006/08/25 00:00:00+00,14,2,1,39.63034,,,,00006589,,2000,238087.296875,3124.47814613009
6100,6100,2006,CA,CDF,TUU,STOKES,00006585,2006/06/17 00:00:00+00,2006/06/17 00:00:00+00,7,1,1,348.0857,,,,00000078,,2000,2185775.55859375,6359.99125239605
6101,6101,2006,CA,CDF,TUU,W,00006967,2006/06/24 00:00:00+00,2006/06/24 00:00:00+00,7,7,1,362.372,,,,00000103,,2000,2269654.609375,7478.29751939452
6102,6102,2006,CA,CDF,TUU,BROWN,00010586,2006/09/06 00:00:00+00,2006/09/06 00:00:00+00,7,1,1,0.7857848,,,,00000211,,2000,4897.24609375,279.997006225246
6103,6103,2006,CA,CDF,TUU,COYOTE,00008471,2006/07/20 00:00:00+00,2006/07/21 00:00:00+00,1,7,1,1359.883,,,,00000154,,2000,8438680.640625,11955.6546987292
6104,6104,2006,CA,CDF,LNU,ATLAS,00008290,2006/10/25 00:00:00+00,2006/10/26 00:00:00+00,2,1,1,71.22916,DURING NORTH WINDS,,,00000568,,2000,469592.40625,3577.34874055662
6105,6105,2006,CA,CDF,LNU,WAKEFIELD,00004232,2006/06/28 00:00:00+00,2006/06/28 00:00:00+00,11,2,1,66.28175,OFF OF HIDDEN SPRINGS IN GORDON VALLEY,,,00000204,,2000,436697.2890625,3359.88348529002
6106,6106,2006,CA,CDF,LNU,HOMESTAKE 2,00004305,2006/06/29 00:00:00+00,2006/06/29 00:00:00+00,14,7,1,124.2512,GUENOC RANCH,,,00000208,,2000,828127.890625,3829.56197341315
6107,6107,2006,CA,CDF,LNU,SKY VALLEY,00004364,2006/06/30 00:00:00+00,2006/07/01 00:00:00+00,7,6,1,226.2298,OFF LAKE HERMAN,,,00000213,,2000,1481117.9921875,4831.49292396089
6108,6108,2006,CA,LRA,LNU,FAIRFIELD,00004514,2006/07/04 00:00:00+00,2006/07/04 00:00:00+00,9,6,1,55.48043,FIREWORKS FIRE IN CITY OF FAIRFIEDL OPEN SPACE,,,00000232,,2000,365088.875,2319.20151144697
6109,6109,2006,CA,CDF,LNU,128,00004602,2006/07/07 00:00:00+00,2006/07/07 00:00:00+00,14,6,1,57.19833,,,,00000244,,2000,377869.73828125,2570.34369529163
6110,6110,2006,CA,CDF,LNU,SPRING,00004653,2006/07/08 00:00:00+00,2006/07/09 00:00:00+00,10,6,1,274.1234,,,,00000251,,2000,1837444.06640625,5523.719588491
6111,6111,2006,CA,CDF,LNU,MURPHY,00005398,2006/07/26 00:00:00+00,2006/07/26 00:00:00+00,10,2,1,125.3033,,,,00000324,,2000,837762.27734375,4413.40918231756
6112,6112,2006,CA,CDF,LNU,SQUIRREL,00005433,2006/07/27 00:00:00+00,2006/07/27 00:00:00+00,11,2,1,59.12315,FIRE IN THE GEYSERS STARTED BY SQUIRREL,,,00000328,,2000,394589.953125,3386.42826641778
6113,6113,2006,CA,CDF,LNU,RUMSEY,00005563,2006/07/30 00:00:00+00,2006/07/30 00:00:00+00,7,2,1,80.94897,,,,00000347,,2000,541786.015625,3132.91787042772
6114,6114,2006,CA,CDF,LNU,HIGHLAND,00005591,2006/07/31 00:00:00+00,2006/08/01 00:00:00+00,14,2,1,198.0023,OFF OF HIGHLAND SPRINGS IN LAKE CO.,,,00000354,,2000,1325961.63671875,5333.65022243088
6115,6115,2006,CA,CDF,LNU,GRADE,00005935,2006/08/10 00:00:00+00,2006/08/10 00:00:00+00,14,1,1,105.0062,OFF OF HWY 175 IN LAKE CO.,,,00000392,,2000,704525.0390625,3719.81895781677
6116,6116,2006,CA,CDF,LNU,NAPA,00007284,2006/09/22 00:00:00+00,2006/09/24 00:00:00+00,11,7,1,377.3311,DURING NORTH WINDS,,,00000505,,2000,2489254.87109375,9652.44482257518
6117,6117,2006,CA,CDF,LNU,29,00005007,2006/07/17 00:00:00+00,2006/07/21 00:00:00+00,10,2,1,344.2801,SERIES OF FIRES,,,00000284,,2000,2291026.9296875,9051.42492380069
6118,6118,2006,CA,CDF,LNU,YOLO,00007269,2006/09/21 00:00:00+00,2006/09/22 00:00:00+00,7,7,1,725.167,AKA 82B FIRE,,,00000503,,2000,4824443.0703125,10761.2460385345
6119,6119,2006,CA,CDF,LNU,NOCE,00008305,2006/10/26 00:00:00+00,2006/10/26 00:00:00+00,4,6,1,10.4346,,,,00000569,,2000,69498.578125,1080.99217982303
6120,6120,2006,CA,LRA,LNU,ZAM ASSIST,00007271,2006/09/22 00:00:00+00,2006/09/22 00:00:00+00,14,7,1,13968.88,LRA Fire,,,00010468,,2000,93091415.5585938,63626.0734981087
6121,6121,2006,CA,CDF,LNU,SAGE,00005439,2006/07/27 00:00:00+00,2006/07/27 00:00:00+00,14,6,1,2.579984,LARGE DOLLAR LOSS DUE TO BURNED VINEYARD,,,00000330,,2000,17064.96875,650.362416532682
6122,6122,2006,CA,CDF,SHU,PIT,00003292,2006/05/14 00:00:00+00,2006/05/14 00:00:00+00,5,6,1,11.21892,Unknown cost,,,00000114,,2000,79585.26953125,1185.76423460398
6123,6123,2006,CA,CDF,SHU,HAYFORK,00008074,2006/09/22 00:00:00+00,2006/09/22 00:00:00+00,7,6,1,22.64723,Unknown cost,,,00000451,,2000,158936.56640625,1627.91355105136
6124,6124,2006,CA,CDF,SHU,JUNCTION,00006152,2006/07/29 00:00:00+00,2006/07/31 00:00:00+00,14,1,1,3129.746,Unknown cost,,,00000310,,2000,22085972.734375,22876.4123794473
6125,6125,2006,CA,CDF,SKU,BUTTE,00004262,2006/08/27 00:00:00+00,2006/08/27 00:00:00+00,11,1,1,20.18813,,,,00000297,,2000,147696.29296875,1887.14875016147
6126,6126,2006,CA,CDF,SKU,CREEK,00002850,2006/06/26 00:00:00+00,2006/06/26 00:00:00+00,8,1,1,3.295757,,,,00000129,,2000,23900.40234375,656.027690732095
6127,6127,2006,CA,CDF,SKU,SHEEPY,00003027,2006/02/07 00:00:00+00,2006/02/07 00:00:00+00,1,1,1,12.38428,,,,00000170,,2000,90636.19921875,1650.57196735709
6128,6128,2006,CA,CDF,SKU,WEED,00002374,2006/05/31 00:00:00+00,2006/05/31 00:00:00+00,5,1,1,2.887855,,,,00000104,,2000,20811.91796875,701.347033040435
6129,6129,2006,CA,CDF,SKU,PARKS,00004175,2006/08/22 00:00:00+00,2006/08/22 00:00:00+00,10,1,1,122.3877,CALTRANS STARTED FIRE,,,00000293,,2000,883471.5859375,4783.81557413066
6130,6130,2006,CA,CDF,SKU,HUMBUG#3,00003387,2006/07/19 00:00:00+00,2006/07/19 00:00:00+00,8,1,1,22.54613,,,,00000198,,2000,164033.36328125,2151.72318321986
6131,6131,2006,CA,CDF,SKU,RIDGE,00003844,2006/08/06 00:00:00+00,2006/08/06 00:00:00+00,1,6,1,109.1611,,,,00000257,,2000,798709.61328125,3432.5883086452
6132,6132,2006,CA,CDF,TCU,MORRELL,00004892,2006/06/12 00:00:00+00,2006/06/12 00:00:00+00,9,1,1,148.2894,No cost info available for this fire,,,00000333,,2000,969124.453125,5706.53823761451
6133,6133,2006,CA,CDF,TCU,PONTE,00005423,2006/06/26 00:00:00+00,2006/06/26 00:00:00+00,2,1,1,193.5323,No cost info available for this fire,,,00000385,,2000,1267068.6875,5479.26588361619
6134,6134,2006,CA,CDF,TCU,RITTS,00005190,2006/06/21 00:00:00+00,2006/06/21 00:00:00+00,11,2,1,90.02367,No cost info available for this fire,,,00000359,,2000,584327.84375,4070.14141232784
6135,6135,2006,CA,CDF,TCU,MILTON,00005453,2006/06/27 00:00:00+00,2006/06/27 00:00:00+00,10,1,1,233.436,No cost info available for this fire,,,00005453,,2000,1521314.3515625,8067.65580655491
6136,6136,2006,CA,CDF,TCU,PEDRO,00005732,2006/07/03 00:00:00+00,2006/07/05 00:00:00+00,9,2,2,1997.151,Costs derived from ARC,,,00000419,,2000,12969087.5859375,26726.8535735253
6137,6137,2006,CA,CDF,TCU,TULLOCK,00005773,2006/07/04 00:00:00+00,2006/07/04 00:00:00+00,2,1,1,149.9436,No cost info available for this fire,,,00000429,,2000,974550.52734375,5011.81782340527
6138,6138,2006,CA,CDF,TCU,JENSON,00006360,2006/07/19 00:00:00+00,2006/07/20 00:00:00+00,2,1,1,150.3358,Costs derived from ARC,,,00000500,,2000,980906.45703125,5223.60539957738
6139,6139,2006,CA,CDF,TCU,ORANGE,00006682,2006/07/27 00:00:00+00,2006/07/27 00:00:00+00,2,1,1,199.8765,Costs derived from ARC,,,00000535,,2000,1298649.171875,5268.93257671554
6140,6140,2006,CA,CDF,TCU,BIEDERMAN,00006893,2006/08/02 00:00:00+00,2006/08/02 00:00:00+00,2,1,1,86.887,No cost info available for this fire,,,00000549,,2000,564851.1796875,4485.27524166408
6141,6141,2006,CA,USF,BDF,PLUNGE,00000964,2006/01/23 00:00:00+00,2006/01/26 00:00:00+00,4,7,1,477.1114, ,,,00000005,,2000,2827767.890625,13966.8649659066
6142,6142,2006,CA,USF,CNF,SIERRA,00000300,2006/02/06 00:00:00+00,2006/02/22 00:00:00+00,18,7,1,10591.98,,,,00000008,,2000,62270766.3984375,38913.9925556989
6143,6143,2006,CA,CCO,VNC,ROUND MTN,00000000,2006/12/03 00:00:00+00,2006/12/03 00:00:00+00,14,7,1,128.578,"Round Mtn Fire, Ventura Co Fire suppressed. Within SMP threat zone.",,,00000000,,2000,761877.28125,3986.06081677391
6144,6144,2006,CA,CCO,LAC,LATIGO,00029215,2006/02/08 00:00:00+00,2006/02/09 00:00:00+00,10,1,1,36.62501,"Latigo Fire, cause = stolen car lit on fire and abandoned",,,00029215,,2000,216606.5234375,4464.85547556258
6145,6145,2006,CA,LRA,VNC,SEQUOIA FIRE,60004941,2006/12/08 00:00:00+00,2006/12/08 00:00:00+00,14,2,1,345.3153,,,,60004941,,2000,2050689.38671875,5509.95979808315
6146,6146,2006,CA,CDF,VNC,SHEKELL,07003565,2006/12/03 00:00:00+00,2006/12/09 00:00:00+00,14,2,1,13618.09,,,,07003565,,2000,81000480.15625,64176.9378821809
6147,6147,2006,CA,LRA,VNC,SHERWOOD,06060649,2006/07/06 00:00:00+00,2006/07/08 00:00:00+00,14,2,1,167.9569,,,,06060649,,2000,994518.75390625,4803.80571964261
6148,6148,2006,CA,USF,LPF,MC PHERSON,00000000,2006/06/19 00:00:00+00,2006/07/20 00:00:00+00,1,7,1,53.73969,MCPherson Fire caused by lightning.  Perkins was caused by Human/Powerline.,PERKINS COMPLEX,,00000014,CR5C,2000,323865.5234375,2504.16531028965
6149,6149,2006,CA,USF,SQF,SMITH,00001764,2006/06/27 00:00:00+00,2006/07/06 00:00:00+00,1,7,1,225.1383, ,,,00000010,,2000,1383311.8046875,10715.6574947655
6150,6150,2006,CA,USF,MDF,MILLER DIV Y,00000276,2006/06/30 00:00:00+00,2006/07/05 00:00:00+00,1,1,1,46.03123, ,MILLER COMPLEX,,00000037,00000276,2000,330614.58984375,3071.15674003486
6151,6151,2006,CA,USF,INF,SHOOTING,00000000,2006/07/15 00:00:00+00,2006/07/17 00:00:00+00,9,1,1,18.33277, ,,,00000023,,2000,118573.73046875,2723.76007401105
6152,6152,2006,CA,USF,PNF,BOULDER COMPLEX,00000371,2006/06/25 00:00:00+00,2006/07/12 00:00:00+00,1,1,1,33.88801,"Indian, Sage, Hungry, and Boulder Perimeters are separate records",BOULDER COMPLEX,,00000033,00000371,2000,235280.3203125,5703.34420352717
6153,6153,2006,CA,USF,INF,GHOST,00000000,2006/06/24 00:00:00+00,2006/06/28 00:00:00+00,1,8,,82.74792,,,,00000003,,2000,537034.453125,4114.25119784157
6154,6154,2006,CA,USF,BDF,MILLARD,00006773,2006/07/09 00:00:00+00,2006/08/01 00:00:00+00,1,7,1,24218.9,Perimeter is edgematched with Sawtooth Complex,MILLARD COMPLEX,,00000083,,2000,143151614.652344,103524.875073275
6155,6155,2006,CA,USF,SQF,GIBONNEY,00000000,2006/07/19 00:00:00+00,2006/07/20 00:00:00+00,1,2,,39.41233,"26.7 BLM, 12.6 USFS",,,00000028,,2000,242387.5546875,2357.15722166381
6156,6156,2006,CA,USF,LPF,BALD,00001442,2006/07/22 00:00:00+00,2006/07/30 00:00:00+00,1,6,1,4321.537,"This complex consisted of the Bald,Morman,Abel, and Horrse fires",BALD COMPLEX,,00000044,,2000,26084733.4335938,22413.0775944304
6157,6157,2006,CA,USF,BDF,OAK,00000000,2006/07/16 00:00:00+00,2006/07/16 00:00:00+00,2,8,1,6.345342,,,,00000093,,2000,37767.515625,982.055656459494
6158,6158,2006,CA,CDF,RRU,MOUNTAIN,00067758,2006/08/08 00:00:00+00,2006/08/08 00:00:00+00,2,8,1,125.5101,,,,00000135,,2000,740254.0390625,3677.60390183087
6159,6159,2006,CA,CDF,SKU,HOY,00003583,2006/07/26 00:00:00+00,2006/08/01 00:00:00+00,14,1,1,1282.879, I looked at this fire over the NAIP imagery & the USFS perimeter looks better.,,,00003583,,2000,9259363.1640625,17477.3684909806
6160,6160,2006,CA,USF,CNF,HORSE,00002059,2006/07/23 00:00:00+00,2006/07/29 00:00:00+00,4,7,1,16677.62,,,,00000055,,2000,95611538.1992188,62505.0088019333
6161,6161,2006,CA,USF,SQF,BRIGHT,00000000,2006/07/23 00:00:00+00,2006/07/25 00:00:00+00,1,1,,19.33333, ,,,00000058,,2000,118337.9921875,1656.34788217696
6162,6162,2006,CA,USF,MDF,CLEAR LAKE,00000614,2006/08/07 00:00:00+00,2006/08/17 00:00:00+00,1,1,1,554.2803, ,,,00000113,,2000,4062435.04296875,21064.7725029832
6163,6163,2006,CA,USF,SQF,BROKE,00000000,2006/08/17 00:00:00+00,2006/08/17 00:00:00+00,9,1,1,15.32834, ,,,00000073,,2000,94126.4609375,2039.06122410214
6164,6164,2006,CA,USF,BDF,EMERALD,00008337,2006/08/29 00:00:00+00,2006/09/04 00:00:00+00,9,7,1,2131.008,Caused by Target shooting,,,00000159,,2000,12606444.4023438,19782.1985239982
6165,6165,2006,CA,USF,KNF,UNCLE,00003497,2006/07/23 00:00:00+00,2006/11/13 00:00:00+00,1,7,1,3832.854,,UNCLES COMPLEX,,00000053,,2000,27593275.3710938,44541.7365557975
6166,6166,2006,CA,USF,KNF,HANCOCK,00003497,2006/07/24 00:00:00+00,2006/11/13 00:00:00+00,1,7,1,21866.13,,UNCLES COMPLEX,,00000074,,2000,157530898.378906,127587.634664834
6167,6167,2006,CA,CDF,RRU,LOOKOUT 2,00096476,2006/11/12 00:00:00+00,2006/11/13 00:00:00+00,9,8,1,220.2273,,,,00000092,,2000,1289107.16796875,6451.1611393498
6168,6168,2006,CA,USF,INF,SAWMILL,00001318,2006/09/14 00:00:00+00,2006/09/23 00:00:00+00,5,2,1,7437.11,,,,00000053,,2000,48295809.5078125,49241.266841109
6169,6169,2006,CA,USF,ANF,PINES,00004471,2006/09/19 00:00:00+00,2006/09/25 00:00:00+00,4,2,1,114.4361, ,,,00000215,,2000,679838.890625,5558.63521790684
6170,6170,2006,CA,USF,LNF,MURKEN,00000000,2006/07/23 00:00:00+00,2006/07/23 00:00:00+00,7,1,1,41.61071, ,,,00000053,,2000,294398.37109375,3263.88059316919
6171,6171,2006,CA,USF,BDF,PINNACLES,00009056,2006/09/19 00:00:00+00,2006/09/25 00:00:00+00,7,7,1,2505.519, ,,,00000185,,2000,14902502.78125,19893.8335329005
6172,6172,2006,CA,USF,SQF,DEMOCRAT,00000000,2006/07/03 00:00:00+00,2006/07/04 00:00:00+00,10,6,1,48.38108, ,,,00000014,,2000,296245.80078125,2389.91877793689
6173,6173,2006,CA,USF,SQF,CORTEZ,00000000,2006/07/21 00:00:00+00,2006/07/22 00:00:00+00,1,1,,10.77139, ,,,00000034,,2000,66002.91796875,1848.38303340381
6174,6174,2006,CA,CDF,SKU,HUMBUG,00000000,2006/07/19 00:00:00+00,2006/07/21 00:00:00+00,10,6,1,40.78145, ,,,00003387,,2000,296686.40625,2104.98831928661
6175,6175,2006,CA,USF,BDF,BLUECUT,00008618,2006/09/05 00:00:00+00,2006/09/07 00:00:00+00,2,8,1,114.4352,,,,00000173,,2000,679372.30078125,3456.39544803159
6176,6176,2006,CA,USF,ANF,DARK,00000000,2006/06/17 00:00:00+00,2006/06/19 00:00:00+00,9,4,1,34.99053,,,,00000080,,2000,207801.5234375,1876.93551489446
6177,6177,2006,CA,CDF,SHU,SHASTA,00005726,2006/07/25 00:00:00+00,2006/07/30 00:00:00+00,14,6,1,145.7729, ,,,00005726,,2000,1027315.359375,4780.42275603589
6178,6178,2006,CA,USF,PNF,FLOURNOY,00000000,2006/06/27 00:00:00+00,2006/07/02 00:00:00+00,1,6,,15.68468,,,,00000056,,2000,108446.984375,1670.81425596535
6179,6179,2006,CA,USF,TMU,CATHEDRAL,00000000,2006/09/04 00:00:00+00,2006/09/06 00:00:00+00,7,1,1,22.70428, ,,,00000048,,2000,151968.35546875,2109.38229264172
6180,6180,2006,CA,USF,PNF,BUTTES,00000000,2006/06/27 00:00:00+00,2006/06/27 00:00:00+00,1,8,,30.99133,,,,00000057,,2000,212836.16015625,1849.83694297051
6181,6181,2006,CA,USF,PNF,FITCH,00000000,2006/08/13 00:00:00+00,2006/08/15 00:00:00+00,1,8,,27.43702,,,,00000117,,2000,190356.34375,1775.77037053877
6182,6182,2006,CA,USF,SRF,CRAWFORD,00000997,2006/07/24 00:00:00+00,2006/08/06 00:00:00+00,1,1,1,33.55811,,,,00000032,,2000,240919.11328125,2586.37280239001
6183,6183,2006,CA,USF,SHF,PIGEON,00002120,2006/09/02 00:00:00+00,2006/10/10 00:00:00+00,9,7,1,35093.77,,BAR COMPLEX,,00000177,,2000,248348745.183594,112901.400507906
6184,6184,2006,CA,USF,SHF,BAKE-OVEN,00001693,2006/07/23 00:00:00+00,2006/11/30 00:00:00+00,1,7,1,65050.05, ,BAR COMPLEX,,00000165,,2000,462791672.472656,163417.999969699
6185,6185,2006,CA,USF,SHF,BASS,00000000,2006/08/07 00:00:00+00,2006/08/13 00:00:00+00,1,8,,26.02439, ,,,00000160,,2000,183640.17578125,2732.82081322893
6186,6186,2006,CA,USF,SHF,DOG,00000000,2006/07/24 00:00:00+00,2006/07/30 00:00:00+00,1,8,,11.89361, ,,,00000078,,2000,83697.1875,1674.56771229644
6187,6187,2006,CA,USF,SHF,FENDER,00000000,2006/08/21 00:00:00+00,2006/08/22 00:00:00+00,2,6,1,19.66903, ,,,00000171,,2000,139349.49609375,1686.94075684518
6188,6188,2006,CA,USF,SHF,FRIEND,00000000,2006/08/18 00:00:00+00,2006/08/24 00:00:00+00,9,8,1,29.9705, ,,,00000170,,2000,209912.0078125,2698.50962650406
6189,6189,2006,CA,USF,SHF,HOTLUM,00000906,2006/02/24 00:00:00+00,2006/03/04 00:00:00+00,5,2,1,3023.023,Looked at this perimeter w/ NAIP imagery & it's hard to tell which is correct.,,,00000002,,2000,21834863.4765625,36525.5889945291
6190,6190,2006,CA,USF,SHF,LAKIN,00001679,2006/07/24 00:00:00+00,2006/07/29 00:00:00+00,1,2,1,480.8092, ,,,00000105,,2000,3460890.9375,9714.08868868325
6191,6191,2006,CA,USF,SHF,LITTLE,00001693,2006/07/23 00:00:00+00,2006/07/30 00:00:00+00,1,2,1,213.6071,,BAR COMPLEX,,00000163,C1FQ,2000,1513895.7890625,6141.12753535586
6192,6192,2006,CA,USF,SHF,PARKS2,00000000,2006/07/25 00:00:00+00,2006/07/27 00:00:00+00,1,6,,10.77919, ,,,00000098,,2000,77291.9921875,1258.78855150182
6193,6193,2006,CA,USF,CNF,PINE,00001918,2006/07/14 00:00:00+00,2006/07/17 00:00:00+00,2,6,1,122.7217, ,,,00000050,,2000,705203.921875,3749.99711246671
6194,6194,2006,CA,USF,KNF,CLEAR,00000000,2006/08/07 00:00:00+00,2006/08/15 00:00:00+00,1,7,,23.15024, ,,,00000125,,2000,168326.9375,1774.95539616167
6195,6195,2006,CA,USF,KNF,MATHEWS,00000000,2006/08/23 00:00:00+00,2006/08/30 00:00:00+00,1,7,,67.0218, ,,,00000132,,2000,479396.49609375,2842.32826451463
6196,6196,2006,CA,USF,KNF,BIG BUCK,00000000,2006/07/24 00:00:00+00,2006/07/26 00:00:00+00,1,7,,23.25977, ,,,00000038,,2000,169667.296875,1877.40528225063
6197,6197,2006,CA,USF,KNF,GRIDER,00000000,2006/07/23 00:00:00+00,2006/07/26 00:00:00+00,1,7,,17.35491, ,,,00000042,,2000,126142.53125,1370.28212569348
6198,6198,2006,CA,USF,KNF,GOFF,00003536,2006/07/23 00:00:00+00,2006/07/31 00:00:00+00,1,7,1,235.3274,,HAPPY CAMP COMPLEX,,00000043,00003536,2000,1719991.125,5530.44222132859
6199,6199,2006,CA,USF,KNF,CARIBOU COMPLEX WFU,00002988,2006/06/28 00:00:00+00,2006/11/27 00:00:00+00,1,7,2,241.0048,Caribou and Moraine fire merged,CARIBOU COMPLEX WFU,,00000013,00002988,2000,1716761.59765625,6847.57043694605
6200,6200,2006,CA,USF,KNF,RUSH,00003497,2006/07/24 00:00:00+00,2006/08/23 00:00:00+00,1,7,1,4872.309,,UNCLES COMPLEX,,00000059,,2000,34782440.84375,38555.9780105149
6201,6201,2006,CA,USF,KNF,TITUS,00003536,2006/07/23 00:00:00+00,2006/09/30 00:00:00+00,1,7,1,6075.601,,HAPPY CAMP COMPLEX,,00000041,,2000,44016067.2460938,38729.7180379964
6202,6202,2006,CA,CDF,LNF,SCHRODER,00000000,2006/06/24 00:00:00+00,2006/06/26 00:00:00+00,1,6,,20.26276, ,,,00000011,,2000,143288.96875,1556.55000727502
6203,6203,2006,CA,USF,PNF,GREASE,00000551,2006/07/16 00:00:00+00,2006/07/31 00:00:00+00,7,2,1,365.8738, ,,,00000098,,2000,2528000.8046875,9868.83834274374
6204,6204,2006,CA,USF,ANF,CHESEBORO,00000000,2006/06/25 00:00:00+00,2006/06/25 00:00:00+00,7,7,1,170.5343, ,,,00000089,,2000,1018419.21484375,4229.41425784554
6205,6205,2006,CA,USF,ANF,NOWHERE,00005315,2006/11/18 00:00:00+00,2006/11/18 00:00:00+00,4,8,1,213.4518, ,,,00000262,,2000,1268498.7109375,5454.97972913001
6206,6206,2006,CA,USF,ANF,RUNNING,00000000,2006/10/11 00:00:00+00,2006/10/11 00:00:00+00,7,8,1,49.27953, ,,,00000236,,2000,295563.890625,2723.38390139525
6207,6207,2006,CA,USF,ANF,VISTA,00000000,2006/06/15 00:00:00+00,2006/06/15 00:00:00+00,9,8,1,20.0035, ,,,00000070,,2000,119856.78515625,1573.74399667854
6208,6208,2006,CA,USF,ANF,WALKER,00004510,2006/09/23 00:00:00+00,2006/09/25 00:00:00+00,7,7,1,209.2221, ,,,00000218,,2000,1245916.23828125,7708.15895922437
6209,6209,2006,CA,USF,MDF,STEELE,00000000,2006/08/06 00:00:00+00,2006/08/23 00:00:00+00,1,1,,34.9265, ,,,00000089,,2000,254911.43359375,3419.71193707384
6210,6210,2006,CA,USF,MDF,WILLOW,00000000,2006/10/14 00:00:00+00,2006/10/16 00:00:00+00,4,1,1,34.58405, ,,,00000149,,2000,252993.5234375,2842.00920427471
6211,6211,2006,CA,USF,PNF,INDIAN,00000371,2006/06/25 00:00:00+00,2006/06/30 00:00:00+00,1,1,1,16.31597,,BOULDER COMPLEX,,00000035,00000371,2000,113160.92578125,1764.6728282507
