,FIRE_NAME,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,GIS_ACRES,COMPLEX_NAME,Shape__Area,Shape__Length
3490,HIGHLAND,2014-11-21 00:00:00+00:00,2014/11/21 00:00:00+00,10.0,8.0,0.09346706,,553.0546875,83.472049710162
3491,CASTLE,2014-11-10 00:00:00+00:00,2014/11/11 00:00:00+00,14.0,1.0,0.1008023,,654.482876420021,90.6888878853392
3492,LEONARDO,2014-11-05 00:00:00+00:00,2014/11/05 00:00:00+00,14.0,8.0,0.09348052,,553.5078125,83.5065398957338
3493,MINNOW,2014-10-25 00:00:00+00:00,2014/10/26 00:00:00+00,14.0,1.0,0.1008132,,651.349367618561,90.4715289607984
3494,WAWONA,2014-10-25 00:00:00+00:00,2014/10/26 00:00:00+00,14.0,1.0,0.2482768,,1602.54105615616,141.908861022123
3495,BUBBS CREEK,2014-10-22 00:00:00+00:00,2014/11/04 00:00:00+00,4.0,1.0,0.5039232,,3183.23828125,340.530188107458
3496,POINT,2014-10-18 00:00:00+00:00,2014/10/19 00:00:00+00,3.0,1.0,0.1008025,,654.417833209038,90.6843813936604
3497,CHILNUALNA,2014-10-16 00:00:00+00:00,2014/10/17 00:00:00+00,14.0,1.0,0.1007996,,650.692589998245,90.4259047080527
3498,JACK,2014-10-16 00:00:00+00:00,2014/10/17 00:00:00+00,14.0,1.0,0.248253,,1614.77292579412,142.449412225873
3499,EAGLE CANYON,2014-10-12 00:00:00+00:00,2014/10/12 00:00:00+00,4.0,4.0,10.99211,,64554.78515625,2187.93641948064
3500,APPLEGATE,2014-10-08 00:00:00+00:00,2014/10/08 00:00:00+00,14.0,1.0,458.9755,,3081041.33203125,16562.0631597844
3501,DOG ROCK,2014-10-07 00:00:00+00:00,2014/11/02 00:00:00+00,14.0,1.0,312.2894,,2021180.2578125,7023.24112892971
3502,FOOTHILL,2014-09-29 00:00:00+00:00,2014/10/01 00:00:00+00,14.0,,12.6179,,75011.5,1428.46826393864
3503,CASCADE,2014-09-28 00:00:00+00:00,2014/10/02 00:00:00+00,4.0,1.0,21.70495,,145310.67578125,3411.99073917231
3504,DEER,2014-09-23 00:00:00+00:00,2014/10/21 00:00:00+00,1.0,8.0,13.46691,,95535.1328125,2785.52982081959
3505,NELSON,2014-09-21 00:00:00+00:00,2014/09/29 00:00:00+00,14.0,5.0,71.98068,,483612.44140625,3050.74285976658
3506,TAMARACK,2014-09-21 00:00:00+00:00,2014/09/22 00:00:00+00,4.0,1.0,0.1007861,,654.182071775198,90.668044886159
3507,REDWOOD,2014-09-21 00:00:00+00:00,2014/11/03 00:00:00+00,1.0,1.0,5.530351,,34850.91796875,1172.34308582616
3508,BALL MOUNTAIN,2014-09-21 00:00:00+00:00,2014/11/10 00:00:00+00,1.0,6.0,24.90845,,154633.18359375,1543.88855686485
3509,NELSON,2014-09-18 00:00:00+00:00,2014/09/18 00:00:00+00,11.0,6.0,336.0759,,2290947.00390625,6629.28449752874
3510,TRACT 17,2014-09-17 00:00:00+00:00,2014/09/20 00:00:00+00,18.0,7.0,251.6172,,1708662.2421875,17434.3960454736
3511,CONWAY,2014-09-16 00:00:00+00:00,2014/09/22 00:00:00+00,10.0,1.0,46.14301,,301755.9921875,2736.93678707625
3512,JUNE,2014-09-16 00:00:00+00:00,2014/09/26 00:00:00+00,2.0,3.0,45.36808,,294315.50390625,3461.31157174427
3513,POTTER,2014-09-15 00:00:00+00:00,2014/09/18 00:00:00+00,4.0,1.0,0.1008303,,655.720208108425,90.7745732834637
3514,BOLES,2014-09-15 00:00:00+00:00,2014/09/20 00:00:00+00,7.0,1.0,516.2928,,3720461.7578125,22907.0000273712
3515,IRENE,2014-09-14 00:00:00+00:00,2014/09/23 00:00:00+00,1.0,1.0,94.21658,,625076.125,6402.1262912381
3516,INDIANA,2014-09-14 00:00:00+00:00,2014/09/14 00:00:00+00,4.0,1.0,10.2269,,61842.296875,1501.53572899217
3517,COURTNEY FIRE,2014-09-14 00:00:00+00:00,2014/09/22 00:00:00+00,5.0,1.0,290.9412,,1864775.125,8566.47596883431
3518,KING,2014-09-13 00:00:00+00:00,2014/10/10 00:00:00+00,7.0,3.0,97684.55,,653652229.378906,364390.076349599
3519,BLACK,2014-09-13 00:00:00+00:00,2014/10/02 00:00:00+00,2.0,2.0,403.2066,,2725382.77734375,10135.3753632612
3520,DOGBAR,2014-09-13 00:00:00+00:00,2014/09/13 00:00:00+00,14.0,1.0,248.0788,,1670491.90234375,10590.3346472673
3521,SILVERADO,2014-09-12 00:00:00+00:00,2014/09/21 00:00:00+00,9.0,3.0,959.0129,,5628922.5703125,12922.6680092338
3522,BREWER,2014-09-12 00:00:00+00:00,2014/09/12 00:00:00+00,14.0,1.0,16.12219,,107864.3671875,1962.16324659484
3523,BALD HILL 3,2014-09-12 00:00:00+00:00,2014/10/10 00:00:00+00,10.0,3.0,210.1771,,1500796.4140625,7561.24529759219
3524,WALKER,2014-09-10 00:00:00+00:00,2014/10/12 00:00:00+00,9.0,1.0,12.36422,,83946.00390625,1763.90545305669
3525,GULCH,2014-09-10 00:00:00+00:00,2014/09/12 00:00:00+00,10.0,1.0,1374.703,,9692627.53515625,17745.1744204474
3526,ELEANOR,2014-09-09 00:00:00+00:00,2014/09/10 00:00:00+00,1.0,1.0,0.1007651,,658.118879079819,90.9404516342368
3527,LUKENS NORTH,2014-09-08 00:00:00+00:00,2014/09/09 00:00:00+00,4.0,1.0,0.1007969,,656.345168828964,90.8178211723448
3528,LOWER,2014-09-06 00:00:00+00:00,2014/09/12 00:00:00+00,2.0,1.0,12.56239,,92036.13671875,1386.49786859283
3529,MONTGOMERY,2014-09-06 00:00:00+00:00,2014/09/11 00:00:00+00,3.0,1.0,78.53194,,507940.37109375,4534.91581441148
3530,BRIDGE FIRE,2014-09-05 00:00:00+00:00,2014/09/14 00:00:00+00,10.0,1.0,270.0612,,1737210.95703125,8794.35841695819
3531,HOUSE,2014-09-05 00:00:00+00:00,2014/09/06 00:00:00+00,7.0,1.0,24.68149,,173041.31640625,2063.32571142081
3532,SARATOGA,2014-09-03 00:00:00+00:00,2014/09/03 00:00:00+00,14.0,2.0,87.80218,,591810.72265625,3890.96894682888
3533,ILLILOUETTE,2014-09-02 00:00:00+00:00,2014/09/03 00:00:00+00,4.0,1.0,0.100816,,652.774407029152,90.570442897157
3534,CARABINER,2014-09-01 00:00:00+00:00,2014/09/02 00:00:00+00,3.0,1.0,0.1008057,,654.27989089489,90.6748233759977
3535,EL CAP,2014-08-31 00:00:00+00:00,2014/08/31 00:00:00+00,14.0,1.0,0.1007993,,653.819063365459,90.6428853512059
3536,COPUS,2014-08-30 00:00:00+00:00,2014/08/30 00:00:00+00,14.0,2.0,12.18606,,73827.3515625,1850.17160242742
3537,TRIPEL,2014-08-27 00:00:00+00:00,2014/08/28 00:00:00+00,14.0,1.0,0.1008282,,653.314231872559,90.6078846717031
3538,OREGON,2014-08-24 00:00:00+00:00,2014/08/30 00:00:00+00,10.0,7.0,460.5652,,3250516.03125,12006.7420632181
3539,ENDERTS,2014-08-24 00:00:00+00:00,2014/08/24 00:00:00+00,4.0,1.0,0.4986373,,3650.412504673,214.17851533243
3540,HIRSCHDALE,2014-08-18 00:00:00+00:00,2014/11/02 00:00:00+00,9.0,1.0,81.86262,,555362.61328125,3854.97293665125
3541,JUNCTION FIRE,2014-08-18 00:00:00+00:00,2014/08/25 00:00:00+00,14.0,1.0,612.1556,,3927181.1328125,15675.0945283256
3542,WAY,2014-08-18 00:00:00+00:00,2014/08/22 00:00:00+00,14.0,2.0,3882.421,,23897623.4023438,27234.8481370056
3543,CORCORAN,2014-08-17 00:00:00+00:00,2014/08/17 00:00:00+00,14.0,1.0,116.9587,,719558.7265625,4606.50265116517
3544,TECOLOTE,2014-08-17 00:00:00+00:00,2014/09/14 00:00:00+00,9.0,4.0,268.8589,,1596924.00390625,5892.85573244404
3545,BORDER_8,2014-08-16 00:00:00+00:00,2014/08/17 00:00:00+00,9.0,1.0,12.00289,,68618.12890625,1164.32066665314
3546,WINERY,2014-08-14 00:00:00+00:00,2014/08/14 00:00:00+00,14.0,8.0,0.250273,,1480.5859375,136.576496750736
3547,SHOEMAKER,2014-08-14 00:00:00+00:00,2014/09/14 00:00:00+00,1.0,7.0,190.0584,,1128905.57421875,4299.90762192861
3548,LITTLE ,2014-08-12 00:00:00+00:00,2014/09/18 00:00:00+00,1.0,1.0,100.7245,,727587.9765625,4140.44543663368
3549,ETHEL,2014-08-12 00:00:00+00:00,2014/09/15 00:00:00+00,1.0,6.0,11.61994,,83759.46484375,1159.42075826214
3550,SUTCLIFFE,2014-08-11 00:00:00+00:00,2014/08/14 00:00:00+00,1.0,8.0,26.32586,HAPPY CAMP COMPLEX,192683.0078125,2002.92363676049
3551,TIMS,2014-08-11 00:00:00+00:00,2014/08/12 00:00:00+00,1.0,8.0,13.16799,HAPPY CAMP COMPLEX,96249.8984375,1414.68546874713
3552,KERN,2014-08-11 00:00:00+00:00,2014/11/03 00:00:00+00,1.0,1.0,14.00865,,87771.328125,1466.58789158997
3553,JACKSON,2014-08-11 00:00:00+00:00,2014/08/14 00:00:00+00,1.0,8.0,28.74288,HAPPY CAMP COMPLEX,209849.7890625,2858.12774955132
3554,THOMPSON,2014-08-11 00:00:00+00:00,2014/08/14 00:00:00+00,1.0,8.0,16.55262,HAPPY CAMP COMPLEX,120951.5703125,1651.74715277934
3555,KEMPER,2014-08-11 00:00:00+00:00,2014/08/29 00:00:00+00,1.0,8.0,173.4605,HAPPY CAMP COMPLEX,1269134.1328125,6335.1102968018
3556,FRYING PAN,2014-08-11 00:00:00+00:00,2014/09/30 00:00:00+00,1.0,3.0,133177.4,HAPPY CAMP COMPLEX,967551675.246094,402078.275736902
3557,KEOUGH,2014-08-09 00:00:00+00:00,2014/08/20 00:00:00+00,14.0,1.0,18.15949,,116191.6015625,1969.12734045555
3558,31,2014-08-09 00:00:00+00:00,2014/08/09 00:00:00+00,14.0,2.0,367.9901,,2439709.765625,7550.03677430075
3559,HAZEL,2014-08-08 00:00:00+00:00,2014/08/10 00:00:00+00,1.0,1.0,2.074681,,13462.46484375,666.172847024273
3560,GRANITE,2014-08-08 00:00:00+00:00,2014/08/09 00:00:00+00,1.0,1.0,0.1007993,,655.462788581848,90.7567536077688
3561,CREEK,2014-08-07 00:00:00+00:00,2014/08/08 00:00:00+00,1.0,1.0,0.100801,,655.486484706402,90.758394099798
3562,SNOW,2014-08-07 00:00:00+00:00,2014/10/31 00:00:00+00,1.0,1.0,0.1007903,,660.784716844559,91.1244514284452
3563,CAMPGROUND,2014-08-07 00:00:00+00:00,2014/08/08 00:00:00+00,1.0,1.0,0.1008004,,655.806857526302,90.780570736737
3564,PORCUPINE,2014-08-05 00:00:00+00:00,2014/08/06 00:00:00+00,14.0,1.0,0.1008059,,654.872004449368,90.7158437780506
3565,LOWER TENT MDW,2014-08-02 00:00:00+00:00,2014/10/01 00:00:00+00,4.0,1.0,7.994719,,50587.69140625,1782.14005378588
3566,PECWAN,2014-08-01 00:00:00+00:00,2014/08/01 00:00:00+00,14.0,1.0,21.19531,,152219.44140625,2670.77408783332
3567,EVELYN,2014-08-01 00:00:00+00:00,2014/08/02 00:00:00+00,1.0,1.0,0.1008261,,655.504483938217,90.7596401783873
3568,MCLELLON,2014-08-01 00:00:00+00:00,2014/08/01 00:00:00+00,14.0,1.0,10.14866,,70855.0145177841,945.414861196133
3569,EILER,2014-07-31 00:00:00+00:00,2014/08/24 00:00:00+00,9.0,8.0,31995.22,,226121888.636719,131216.749269614
3570,LODGE,2014-07-30 00:00:00+00:00,2014/09/18 00:00:00+00,1.0,2.0,12533.18,LODGE COMPLEX,85991479.234375,55614.8864146717
3571,BEAVER,2014-07-30 00:00:00+00:00,2014/10/08 00:00:00+00,1.0,7.0,32493.4,,237442299.585938,184785.729757576
3572,LITTLE DEER,2014-07-30 00:00:00+00:00,2014/08/12 00:00:00+00,1.0,8.0,5499.707,,39923459.0429688,33708.921186437
3573,LOG,2014-07-30 00:00:00+00:00,2014/08/28 00:00:00+00,1.0,8.0,3636.853,JULY COMPLEX,26292428.0507812,31397.0443540948
3574,OREGON GULCH,2014-07-30 00:00:00+00:00,2014/08/13 00:00:00+00,1.0,7.0,35111.25,,257701300.511719,91648.094408322
3575,BALD,2014-07-30 00:00:00+00:00,2014/08/15 00:00:00+00,1.0,7.0,39752.2,,281617429.917969,115427.87771551
3576,WHITES,2014-07-30 00:00:00+00:00,2014/09/25 00:00:00+00,1.0,8.0,33794.44,JULY COMPLEX,242634135.734375,175595.080506412
3577,BLUE (ALK 4-3),2014-07-30 00:00:00+00:00,2014/08/31 00:00:00+00,1.0,5.0,20.26981,,139314.53515625,1390.51287319565
3578,DAY,2014-07-30 00:00:00+00:00,2014/08/13 00:00:00+00,1.0,1.0,13150.67,,94236517.8398438,69253.8232299127
3579,LEEF,2014-07-29 00:00:00+00:00,2014/07/29 00:00:00+00,1.0,8.0,16.63961,JULY COMPLEX,119218.40234375,2535.09582075149
3580,HARDING,2014-07-29 00:00:00+00:00,2014/11/03 00:00:00+00,1.0,1.0,63.1334,,431081.80859375,5970.36891693393
3581,ELEPHANT,2014-07-29 00:00:00+00:00,2014/08/07 00:00:00+00,1.0,1.0,21.23305,,145287.125,1701.48356123031
3582,WILDCAT_4,2014-07-29 00:00:00+00:00,2014/07/30 00:00:00+00,10.0,1.0,24.78455,,142830.75390625,5546.17681942425
3583,COFFEE,2014-07-29 00:00:00+00:00,2014/10/30 00:00:00+00,1.0,8.0,6256.271,COFFEE COMPLEX,44698497.6914062,37130.5711335408
3584,SPRING,2014-07-28 00:00:00+00:00,2014/08/16 00:00:00+00,14.0,5.0,20.75631,,143248.80859375,1874.24724378414
3585,RAYS,2014-07-28 00:00:00+00:00,2014/10/15 00:00:00+00,1.0,8.0,20.834,JULY COMPLEX,148381.953125,2363.90489463359
3586,WEB,2014-07-28 00:00:00+00:00,2014/08/27 00:00:00+00,2.0,1.0,377.856,,2606963.578125,8040.4801296602
3587,TELEGRAPH,2014-07-28 00:00:00+00:00,2014/07/28 00:00:00+00,14.0,1.0,0.115544,,688.46875,109.249554961056
3588,FRENCH,2014-07-27 00:00:00+00:00,2014/08/18 00:00:00+00,4.0,3.0,13831.64,,88612906.7539062,74291.2012158161
3589,SAND,2014-07-26 00:00:00+00:00,2014/07/30 00:00:00+00,10.0,1.0,4239.272,,28110446.1796875,37705.9885205889
3590,EL PORTAL,2014-07-26 00:00:00+00:00,2014/11/20 00:00:00+00,4.0,1.0,4744.617,,30730346.65625,33058.1828577737
3591,NORTH,2014-07-24 00:00:00+00:00,2014/07/29 00:00:00+00,4.0,1.0,0.1008057,,654.521660745144,90.6915749357559
3592,CENTER PEAK,2014-07-24 00:00:00+00:00,2014/10/01 00:00:00+00,1.0,1.0,0.2108697,,1330.671875,263.551905350773
3593,SABINA,2014-07-23 00:00:00+00:00,2014/07/24 00:00:00+00,14.0,2.0,77.76864,,454758.296875,2893.80506713826
3594,IOWA,2014-07-21 00:00:00+00:00,2014/07/21 00:00:00+00,9.0,1.0,14.22953,,95751.70703125,1564.07036496191
3595,CRANE,2014-07-20 00:00:00+00:00,2014/07/29 00:00:00+00,1.0,1.0,2.27048,,14735.97265625,696.79945706572
3596,GIBSON,2014-07-20 00:00:00+00:00,2014/07/25 00:00:00+00,1.0,1.0,0.1007801,,658.443068504333,90.9628475087208
3597,DEEP,2014-07-20 00:00:00+00:00,2014/07/26 00:00:00+00,1.0,1.0,0.2482518,,1620.57693660259,142.705186992954
3598,MCSWAIN,2014-07-20 00:00:00+00:00,2014/07/31 00:00:00+00,1.0,1.0,0.2482686,,1617.35188013315,142.563119843607
3599,SMOKEY,2014-07-20 00:00:00+00:00,2014/07/25 00:00:00+00,1.0,1.0,0.1007886,,655.504305183887,90.7596277988282
3600,ELBOW,2014-07-20 00:00:00+00:00,2014/08/07 00:00:00+00,1.0,1.0,1.007481,,6576.46789371967,287.475795303071
3601,OTTOWAY,2014-07-20 00:00:00+00:00,2014/07/25 00:00:00+00,1.0,1.0,0.1008155,,652.6146094203,90.5593565033621
3602,FALLS,2014-07-20 00:00:00+00:00,2014/07/25 00:00:00+00,1.0,1.0,0.1007795,,658.403347253799,90.9601037535714
3603,BUCK,2014-07-20 00:00:00+00:00,2014/07/21 00:00:00+00,1.0,1.0,0.1008167,,650.860579431057,90.4375765912637
3604,WAPAMA,2014-07-20 00:00:00+00:00,2014/07/25 00:00:00+00,1.0,1.0,1.468078,,9585.80206799507,347.071666122471
3605,DOUBLE ROCK,2014-07-20 00:00:00+00:00,2014/10/31 00:00:00+00,1.0,1.0,1.007334,,6567.01737594604,287.269166770842
3606,MEADOW,2014-07-20 00:00:00+00:00,2014/11/03 00:00:00+00,1.0,1.0,4774.47,,30955279.921875,45209.7663669905
3607,MCGURK,2014-07-20 00:00:00+00:00,2014/07/25 00:00:00+00,1.0,1.0,0.1008011,,653.281050801277,90.6055837104825
3608,HOOVER,2014-07-20 00:00:00+00:00,2014/07/23 00:00:00+00,1.0,1.0,0.100814,,652.650763809681,90.5618649296868
3609,RED,2014-07-20 00:00:00+00:00,2014/07/25 00:00:00+00,1.0,1.0,0.1008187,,652.846335947514,90.5754327172167
3610,ROYAL,2014-07-20 00:00:00+00:00,2014/07/25 00:00:00+00,1.0,1.0,0.100814,,651.514190137386,90.4829750498365
3611,LOOKOUT,2014-07-20 00:00:00+00:00,2014/07/25 00:00:00+00,1.0,1.0,0.1007689,,657.001287043095,90.8632030416385
3612,WOODLOT,2014-07-20 00:00:00+00:00,2014/07/21 00:00:00+00,1.0,1.0,3.254877,,21062.63671875,736.307608538985
3613,LAKEVIEW,2014-07-20 00:00:00+00:00,2014/07/20 00:00:00+00,14.0,6.0,24.13652,,163393.921875,1592.19842009817
3614,MUD ,2014-07-20 00:00:00+00:00,2014/08/01 00:00:00+00,1.0,1.0,14.85617,,107249.23046875,1550.79420689275
3615,COYOTE,2014-07-19 00:00:00+00:00,2014/07/20 00:00:00+00,1.0,1.0,0.1008057,,655.440200328827,90.7551897841022
3616,BODIE,2014-07-18 00:00:00+00:00,2014/07/23 00:00:00+00,1.0,7.0,93.04613,,609924.76953125,4821.17551039033
3617,CHANCE,2014-07-17 00:00:00+00:00,2014/07/18 00:00:00+00,1.0,4.0,28.6142,,196854.39453125,1780.09749959164
3618,DARK HOLE,2014-07-16 00:00:00+00:00,2014/09/27 00:00:00+00,1.0,1.0,1076.479,,6992221.73828125,14921.8613826829
3619,MORAINE,2014-07-16 00:00:00+00:00,2014/07/20 00:00:00+00,1.0,1.0,0.1008221,,651.955675721169,90.5136268464646
3620,WOLF,2014-07-16 00:00:00+00:00,2014/07/20 00:00:00+00,1.0,1.0,0.100795,,656.199153840542,90.8077186401125
3621,LAKIN,2014-07-15 00:00:00+00:00,2014/07/29 00:00:00+00,1.0,1.0,17.33459,,124686.56640625,2578.92710539366
3622,LEMBERT,2014-07-15 00:00:00+00:00,2014/10/31 00:00:00+00,1.0,1.0,4.443912,,28919.734375,1048.69047236354
3623,RANCHERIA,2014-07-15 00:00:00+00:00,2014/07/26 00:00:00+00,1.0,1.0,1.597328,,10422.41796875,484.400542782797
3624,CATHEDRAL,2014-07-15 00:00:00+00:00,2014/10/31 00:00:00+00,1.0,1.0,19.05804,,123949.515625,2108.11870745199
3625,STARR KING,2014-07-15 00:00:00+00:00,2014/11/03 00:00:00+00,1.0,1.0,10.18724,,66001.88671875,1165.72588100307
3626,LUKENS,2014-07-14 00:00:00+00:00,2014/07/28 00:00:00+00,1.0,1.0,0.1007975,,656.180959582329,90.8064597229068
3627,ASPEN,2014-07-14 00:00:00+00:00,2014/07/16 00:00:00+00,1.0,1.0,0.1007821,,655.385062158108,90.7513723641603
3628,MORRISON,2014-07-14 00:00:00+00:00,2014/07/25 00:00:00+00,1.0,1.0,5.013685,,32662.5060472488,640.66305979516
3629,LYELL,2014-07-12 00:00:00+00:00,2014/07/12 00:00:00+00,4.0,1.0,0.1008292,,653.722160339355,90.6361679751654
3630,BULLY,2014-07-11 00:00:00+00:00,2014/07/23 00:00:00+00,10.0,7.0,12658.74,,88582432.484375,63464.925271929
3631,NICOLLS,2014-07-11 00:00:00+00:00,2014/07/11 00:00:00+00,9.0,8.0,1679.217,,10308705.65625,18933.1083496279
3632,SHIMMINS,2014-07-09 00:00:00+00:00,2014/07/15 00:00:00+00,2.0,5.0,26.36865,,179565.74609375,1747.39293095125
3633,HUTTO,2014-07-07 00:00:00+00:00,2014/07/07 00:00:00+00,14.0,1.0,48.72859,,328702.11328125,3430.40932005294
3634,STAFFORD,2014-07-07 00:00:00+00:00,2014/07/07 00:00:00+00,14.0,8.0,2.321082,,13745.109375,609.829662690384
3635,GAYLOR,2014-07-05 00:00:00+00:00,2014/07/06 00:00:00+00,4.0,1.0,0.100825,,656.800346374512,90.8493069445631
3636,CASSEL,2014-07-05 00:00:00+00:00,2014/07/08 00:00:00+00,9.0,1.0,60.36771,,428708.41796875,3687.20657560245
3637,MONTICELLO,2014-07-04 00:00:00+00:00,2014/07/12 00:00:00+00,9.0,3.0,6599.387,,43715292.9296875,38280.8592279973
3638,BUENA VISTA,2014-07-04 00:00:00+00:00,2014/07/05 00:00:00+00,4.0,1.0,0.1008122,,651.74912750721,90.4992877550052
3639,PFE,2014-07-04 00:00:00+00:00,2014/07/04 00:00:00+00,7.0,1.0,7.30496,,48645.703125,1012.58562639471
3640,GULCH ,2014-07-03 00:00:00+00:00,2014/08/01 00:00:00+00,6.0,1.0,1397.349,MODOC JULY COMPLEX,10082156.7421875,26547.5611920371
3641,GULCH3,2014-07-03 00:00:00+00:00,2014/08/01 00:00:00+00,6.0,1.0,58.0403,MODOC JULY COMPLEX,419003.9609375,3409.59410616684
3642,GULCH4,2014-07-03 00:00:00+00:00,2014/08/01 00:00:00+00,6.0,1.0,14.74375,MODOC JULY COMPLEX,106457.48828125,1631.1994247829
3643,BANNER,2014-07-03 00:00:00+00:00,2014/07/06 00:00:00+00,14.0,1.0,177.7857,,1027527.32421875,6065.64636705965
3644,NORTHERN ,2014-07-02 00:00:00+00:00,2014/07/03 00:00:00+00,1.0,1.0,117.4045,MODOC JULY COMPLEX,854409.7265625,7345.49025351305
3645,LAKE,2014-07-02 00:00:00+00:00,2014/07/04 00:00:00+00,1.0,1.0,58.10084,MODOC JULY COMPLEX,423180.6484375,5256.16478563081
3646,RANCH,2014-07-01 00:00:00+00:00,2014/07/01 00:00:00+00,9.0,8.0,69.25115,,425831.30859375,3257.02075442823
3647,WEST,2014-07-01 00:00:00+00:00,2014/07/09 00:00:00+00,9.0,8.0,14.30474,,99953.19921875,2178.73056045634
3648,BUTTS,2014-07-01 00:00:00+00:00,2014/07/09 00:00:00+00,2.0,8.0,4297.35,,28590629.2226562,30809.2808465896
3649,CALDWELL,2014-07-01 00:00:00+00:00,2014/07/13 00:00:00+00,1.0,1.0,11.16308,,81152.2890625,1575.61486671349
3650,DOBIE,2014-07-01 00:00:00+00:00,2014/07/02 00:00:00+00,1.0,1.0,456.01,MODOC JULY COMPLEX,3319999.16015625,13922.1703211685
3651,DALTON,2014-07-01 00:00:00+00:00,2014/08/20 00:00:00+00,1.0,1.0,641.467,MODOC JULY COMPLEX,4664097.38671875,25146.8422574887
3652,SHERWOOD,2014-06-26 00:00:00+00:00,2014/06/26 00:00:00+00,14.0,8.0,2.978062,,17635.921875,471.013767737746
3653,SHADY,2014-06-24 00:00:00+00:00,2014/06/24 00:00:00+00,14.0,5.0,21.58158,,142536.625,1998.21782512581
3654,MOSQUITO,2014-06-19 00:00:00+00:00,2014/06/19 00:00:00+00,14.0,1.0,0.4028311,,2602.78720915318,180.852394791934
3655,SANDY VALLEY,2014-06-18 00:00:00+00:00,2014/06/21 00:00:00+00,14.0,1.0,21.24257,,130821.421875,2940.91366032235
3656,GILLETTE,2014-06-15 00:00:00+00:00,2014/06/15 00:00:00+00,14.0,1.0,10.03415,,58739.2890625,1067.37531917461
3657,ESPARTO,2014-06-14 00:00:00+00:00,2014/06/16 00:00:00+00,14.0,6.0,28.56152,,189778.38671875,1762.97819902648
3658,FIREPLACE,2014-06-14 00:00:00+00:00,2014/06/16 00:00:00+00,14.0,1.0,3.555444,,23043.55859375,716.518113928688
3659,MORONGO,2014-06-14 00:00:00+00:00,2014/06/14 00:00:00+00,14.0,1.0,19.59998,,115657.69921875,1896.15800164716
3660,SHIRLEY,2014-06-13 00:00:00+00:00,2014/06/13 00:00:00+00,9.0,8.0,2546.165,,15658776.5117188,26023.6099968835
3661,NORMAN,2014-06-12 00:00:00+00:00,2014/06/12 00:00:00+00,14.0,2.0,68.17542,,450570.18359375,3684.74109440267
3662,MONUMENT,2014-06-12 00:00:00+00:00,2014/06/12 00:00:00+00,14.0,1.0,9.813629,,66273.703125,1303.3111348897
3663,HAIGH FIRE,2014-06-10 00:00:00+00:00,2014/06/15 00:00:00+00,5.0,1.0,111.3319,,721866.9453125,6213.66691990113
3664,HALL,2014-06-09 00:00:00+00:00,2014/06/09 00:00:00+00,7.0,1.0,24.57085,,155162.51953125,2237.90948903025
3665,MORGAN,2014-06-09 00:00:00+00:00,2014/06/11 00:00:00+00,2.0,1.0,47.42393,,301470.03515625,4122.55648654173
3666,PUTAH,2014-06-08 00:00:00+00:00,2014/06/08 00:00:00+00,14.0,5.0,11.1012,,73490.57421875,1832.67130902362
3667,CONTOUR,2014-06-06 00:00:00+00:00,2014/06/06 00:00:00+00,9.0,1.0,9.497061,,55820.83203125,1043.16663613857
3668,BOGART,2014-06-06 00:00:00+00:00,2014/06/08 00:00:00+00,14.0,2.0,31.47281,,185728.27734375,2928.74799559892
3669,SHERWOOD,2014-06-06 00:00:00+00:00,2014/06/06 00:00:00+00,14.0,1.0,1.993543,,11805.74609375,481.286415998394
3670,VALLEY FIRE,2014-06-06 00:00:00+00:00,2014/06/08 00:00:00+00,2.0,1.0,96.8939,,625719.01953125,6427.65845741342
3671,SANTA,2014-06-04 00:00:00+00:00,2014/06/05 00:00:00+00,10.0,1.0,13.35748,,77941.4453125,1679.50376386696
3672,ENCINAL,2014-06-03 00:00:00+00:00,2014/06/03 00:00:00+00,11.0,8.0,0.09346381,,552.8359375,83.4558555225753
3673,BAILEY,2014-05-30 00:00:00+00:00,2014/05/31 00:00:00+00,10.0,1.0,23.44721,,143383.7734375,2880.97184978528
3674,HUNTER FIRE,2014-05-26 00:00:00+00:00,2014/06/04 00:00:00+00,14.0,1.0,690.982,,4467746.234375,14483.7690193141
3675,COMBAT,2014-05-19 00:00:00+00:00,,14.0,8.0,1457.185,BASILONE COMPLEX,8486723.625,16196.2506809699
3676,TOMAHAWK,2014-05-19 00:00:00+00:00,,14.0,8.0,5365.311,BASILONE COMPLEX,31204574.84375,41742.2643246505
3677,OCEAN VIEW,2014-05-19 00:00:00+00:00,2014/05/19 00:00:00+00,2.0,8.0,0.1977541,,1168.66015625,121.339447500248
3678,PULGAS,2014-05-19 00:00:00+00:00,,14.0,8.0,15186.14,BASILONE COMPLEX,88248215.7851562,68247.4762551102
3679,VIEW RIDGE,2014-05-19 00:00:00+00:00,2014/05/19 00:00:00+00,14.0,8.0,0.09348149,,553.5546875,83.51164632542
3680,PIETA,2014-05-16 00:00:00+00:00,2014/05/24 00:00:00+00,9.0,5.0,13.59727,,90957.14453125,1261.11167466026
3681,BRIGGS,2014-05-14 00:00:00+00:00,2014/05/14 00:00:00+00,14.0,8.0,8.932433,,53118.828125,7379.25922337521
3682,RIVER,2014-05-14 00:00:00+00:00,2014/05/19 00:00:00+00,14.0,8.0,167.907,,974208.8515625,6407.95391510926
